Company_Name,Skill_1,Skill_2,Skill_3,Domain,Location,Minimum_CGPA,Duration,Recommended_Degree
Telecommunications Consultants India Ltd.,Web Development,"Network Security, Linux","Scikit-learn, OpenCV",Database Administration,New Delhi,8.2,3 Months,B.Tech CS / IT
Telelogic India Pvt Ltd,"Data Analysis, Linux","Incident Response, Deep Learning","Digital Forensics, Cybersecurity",Mobile App Development,Bangalore,8.1,9 Months,B.Tech Computer Science
Temenos India Pvt. Ltd.,"Network Security, Docker","C++, Digital Forensics",Azure,Database Administration,Chennai,6.9,6 Months,B.E. Information Technology
Texas Instruments India Ltd.,"Scikit-learn, Cybersecurity","Scikit-learn, Java",Librosa,Mobile App Development,Bangalore,7.8,12 Months,B.E. Information Technology
Texport Technologies Pvt Ltd,"Bash, Pandas","Network Security, AWS","Pandas, Data Analysis",Cloud Computing,Mumbai,8.8,4 Months,BCA / MCA
TGK (India) Ltd.,"OpenCV, Pandas","Docker, Bash","Kubernetes, DevOps",Cloud Computing,New Delhi,6.4,3 Months,B.E. Cloud Computing
The World Bank (IBRD),"Data Analysis, PyTorch","Python, Machine Learning","Bash, Computer Vision",Software Engineering,Chennai,9,12 Months,B.Sc Statistics / Math
Thermax Systems & Software,"Computer Vision, SQL","Linux, Cybersecurity","TensorFlow, Machine Learning",DevOps,Delhi,8.3,12 Months,B.Sc Statistics / Math
Thinksoft Global Services (P) Ltd,"Machine Learning, Cybersecurity","Cybersecurity, PowerBI","Node.js, React",Database Administration,Chennai,6.4,12 Months,B.Tech Computer Science
Thirdware Solution Ltd.,"Pandas, GCP","Librosa, NoSQL","Docker, TensorFlow",Software Engineering,Mumbai,8.8,9 Months,B.E. Cloud Computing
Thoughtworks Technologies India,"TensorFlow, Docker","Pandas, NoSQL","Machine Learning, Network Security",Cybersecurity & Forensics,Chennai,6.7,6 Months,B.Tech Cybersecurity
Thoughtworks Technologies India Pvt. Ltd.,"Cybersecurity, Librosa","AWS, Machine Learning","Machine Learning, Network Security",Database Administration,Bangalore,6.8,9 Months,BCA / MCA
Three S Solutions Ltd,"Deep Learning, Bash","PyTorch, Node.js","Cybersecurity, PyTorch",Web Development,New Delhi,7.7,12 Months,B.E. Information Technology
"Tracmail India Pvt. Ltd., Navi","Scikit-learn, Network Security","Kubernetes, Python","Scikit-learn, Computer Vision",Data Science & AI,Bangalore,8,2 Months,B.Tech Computer Science
TransWorks Information Services Pvt. Ltd.,"Kubernetes, Mobile Forensics","Ethical Hacking, Machine Learning","Librosa, React",Database Administration,Mumbai,6.4,9 Months,B.Sc Information Security
Transworld Infotech Ltd,"Pandas, GCP","Machine Learning, Librosa","Java, Kubernetes",Cybersecurity & Forensics,Pune,6.5,3 Months,B.Tech CS / IT
Traveljini.com Pvt Ltd,"C++, NoSQL","Scikit-learn, GCP",Scikit-learn,Cloud Computing,Mumbai,6.1,6 Months,Mechanical Engineering
"Tri Online Ltd., Orissa","TensorFlow, Cybersecurity","Network Security, Kubernetes","Digital Forensics, DevOps",Data Science & AI,Pune,8,2 Months,B.Tech Computer Science
Trident Infotech Corporation Ltd.,Web Development,"Pandas, Computer Vision","NoSQL, Pandas",Mobile App Development,Chandigarh,7.1,4 Months,B.Sc Statistics / Math
Trigent Software Ltd.,"JavaScript, Mobile Forensics","Data Analysis, Node.js","Network Security, Scikit-learn",Software Engineering,Bangalore,7.7,9 Months,B.Tech CS / IT
Trisoft System Pvt. Ltd,"Scikit-learn, Cybersecurity","Mobile Forensics, Java","Node.js, React",Mobile App Development,New Delhi,6.1,2 Months,B.Tech CS / IT
TVS eTechnology Limited,"Deep Learning, Linux","Machine Learning, DevOps","Librosa, PowerBI",Software Engineering,Chennai,6.7,4 Months,B.Tech Computer Science
U2Can Infosearch Pvt Ltd,"Java, Scikit-learn","SQL, Cybersecurity","Librosa, Mobile Forensics",Mobile App Development,Pune,7.2,4 Months,M.Sc Cyber Forensics
Uberall Solutions (I) Ltd,"NLP, TensorFlow","PyTorch, TensorFlow","Digital Forensics, Node.js",DevOps,Pune,7.8,3 Months,BCA / MCA
UBICS India Pvt. Ltd.,"Node.js, DevOps","Machine Learning, NLP","Bash, Linux",Mobile App Development,Bangalore,7.1,2 Months,B.E. Information Technology
UEC SAIL Information Technology Ltd.,"GCP, Ethical Hacking","Azure, Scikit-learn","Pandas, Docker",Mobile App Development,New Delhi,7.3,12 Months,B.E. Cloud Computing
Unitech Software Solutions Ltd,"NoSQL, Data Analysis","Librosa, PowerBI","PyTorch, Digital Forensics",Software Engineering,New Delhi,7,6 Months,BCA / MCA
Universal Print Systems Ltd,"TensorFlow, Mobile Forensics","JavaScript, Scikit-learn","SQL, Scikit-learn",Cloud Computing,Bangalore,6.4,2 Months,M.Sc Cyber Forensics
"Universal Software Technology Park (P) Ltd, Kerela","Librosa, Machine Learning","PowerBI, PyTorch","DevOps, Incident Response",Mobile App Development,Delhi,7.7,6 Months,B.E. Information Technology
UPTEC Computer Consultancy Ltd.,"Azure, Cybersecurity","Machine Learning, GCP","Cybersecurity, Java",Software Engineering,Lucknow,8.9,6 Months,B.Tech CS / IT
Usha Martin Infotech Ltd,"Docker, Java","Docker, JavaScript",Librosa,Database Administration,Gurgaon,7.5,6 Months,B.Tech Computer Science
UshaComm India Pvt. Ltd.,"Data Analysis, OpenCV","DevOps, OpenCV","Incident Response, Linux",Data Science & AI,Bangalore,8.4,9 Months,B.Tech CS / IT
"Ushus Technologies Pvt Ltd, Trivandrum","React, Azure","GCP, Node.js","NoSQL, JavaScript",Web Development,Gurgaon,8.9,12 Months,B.E. Information Technology
UST India,"Docker, Linux","PowerBI, Kubernetes","React, Machine Learning",Web Development,Kochi,6.9,6 Months,M.Sc Cyber Forensics
UTL Technologies Ltd.,"TensorFlow, Cybersecurity","React, Ethical Hacking","AWS, SQL",Web Development,Hyderabad,9,9 Months,M.Sc Cyber Forensics
V2 Infotech (India) Pvt. Ltd.,"Kubernetes, JavaScript","Node.js, C++","AWS, SQL",Cloud Computing,Mumbai,9.2,2 Months,B.E. Cloud Computing
Value Software Technologies Pvt. Ltd.,"Cybersecurity, SQL","Machine Learning, GCP","Scikit-learn, Ethical Hacking",Cloud Computing,Chennai,8.7,2 Months,B.E. Information Technology
Vayu AI Solutions,"Scikit-learn, Pandas","PowerBI, TensorFlow","Node.js, Librosa",Mobile App Development,Delhi,8.7,4 Months,B.Tech Computer Science
Vayu AI Systems,"Ethical Hacking, Librosa","Docker, Azure","React, Deep Learning",Cybersecurity & Forensics,Chandigarh,9,9 Months,B.Tech Cybersecurity
Vayu App Labs,"Librosa, React","Computer Vision, Java","Python, GCP",Web Development,Remote,6.9,4 Months,B.Tech Computer Science
Vayu Consulting Labs,"Pandas, OpenCV","NoSQL, Kubernetes","React, Computer Vision",Cloud Computing,Kolkata,8.9,9 Months,B.E. Cloud Computing
Vayu Consulting Solutions,"TensorFlow, Network Security","Mobile Forensics, Bash","Docker, Ethical Hacking",Cybersecurity & Forensics,Remote,7.3,6 Months,BCA / MCA
Vayu Cyber Analytics,"Kubernetes, Mobile Forensics","Docker, Kubernetes","Java, Mobile Forensics",Software Engineering,Coimbatore,7.3,4 Months,BCA / MCA
Vayu Cyber Systems,"Data Analysis, TensorFlow","Deep Learning, SQL","Digital Forensics, Scikit-learn",Cloud Computing,Chennai,7.4,2 Months,B.E. Cloud Computing
Vayu Data Limited,"Node.js, Cybersecurity","Python, Machine Learning","PowerBI, JavaScript",Data Science & AI,Kochi,8.5,4 Months,B.Sc Statistics / Math
Vayu Data Networks,"Incident Response, Python","Network Security, SQL","TensorFlow, Incident Response",Database Administration,Remote,8.5,9 Months,B.Tech CS / IT
Vayu Labs Labs,"TensorFlow, GCP","Network Security, DevOps","Docker, NoSQL",Mobile App Development,Ahmedabad,9,6 Months,B.Tech Computer Science
Vayu Labs Networks,"DevOps, Data Analysis","TensorFlow, Pandas","Librosa, React",Web Development,Remote,7.3,6 Months,B.E. Information Technology
Vayu Net Innovations,"Librosa, Azure","Kubernetes, Python","Digital Forensics, Bash",Web Development,Remote,8.3,3 Months,B.E. Information Technology
Vayu Services Enterprises,"NoSQL, Kubernetes","AWS, React","Incident Response, Kubernetes",Database Administration,Coimbatore,7,9 Months,Mechanical Engineering
Vayu Web Labs,"Librosa, Bash","C++, Digital Forensics","Deep Learning, Bash",Cloud Computing,Hyderabad,6.6,6 Months,Mechanical Engineering
Vayu Web Limited,"Scikit-learn, NoSQL","DevOps, OpenCV","Pandas, GCP",Cybersecurity & Forensics,Kochi,9.4,4 Months,M.Sc Cyber Forensics
Vayu Web Ventures,"Deep Learning, Data Analysis","Librosa, React","Node.js, Librosa",Data Science & AI,Chandigarh,8.9,12 Months,B.Tech CS / M.Tech
vCustomer Services India Pvt Ltd,"JavaScript, Computer Vision","React, Ethical Hacking","Incident Response, C++",Mobile App Development,New Delhi,9.3,4 Months,B.E. Information Technology
Vedic AI Pvt Ltd,"Docker, Ethical Hacking","SQL, Bash","Cybersecurity, Java",Cloud Computing,Noida,7.6,9 Months,B.E. Cloud Computing
Vedic Consulting Group,"Ethical Hacking, Cybersecurity","Computer Vision, PowerBI","Pandas, Scikit-learn",Data Science & AI,Gurgaon,8.7,9 Months,B.Tech CS / M.Tech
Vedic Consulting Networks,"Java, React","AWS, DevOps","Mobile Forensics, Node.js",Cloud Computing,Remote,9.2,3 Months,B.Tech CS / IT
Vedic Info Labs,"Mobile Forensics, React","Librosa, Python","OpenCV, Azure",Cybersecurity & Forensics,Gurgaon,8.4,3 Months,M.Sc Cyber Forensics
Vedic Labs Labs,"Cybersecurity, SQL","Linux, Mobile Forensics","AWS, SQL",DevOps,Remote,6.5,4 Months,B.Tech CS / IT
Vedic Link Networks,"SQL, Data Analysis","PowerBI, C++","JavaScript, Node.js",Mobile App Development,Remote,7.5,3 Months,B.E. Information Technology
Vedic Net Limited,"Librosa, Node.js","Bash, Python","Docker, C++",Database Administration,Bhubaneswar,7.9,12 Months,B.E. Cloud Computing
Vedic Services Systems,"TensorFlow, Network Security","NoSQL, Docker","AWS, Ethical Hacking",Cloud Computing,Remote,8.1,2 Months,B.E. Cloud Computing
Vedic Soft Networks,"NoSQL, PowerBI","Cybersecurity, Data Analysis","Azure, Scikit-learn",Cloud Computing,Thiruvananthapuram,8.5,2 Months,B.Tech CS / IT
Vedic Space Ventures,"PyTorch, Python","Docker, DevOps","Kubernetes, Docker",Cybersecurity & Forensics,Mumbai,6.2,4 Months,M.Sc Cyber Forensics
Vedika Software Pvt. Ltd.,"Linux, Data Analysis","Pandas, C++","GCP, PyTorch",Data Science & AI,Kolkata,7.1,9 Months,B.Sc / M.Sc Data Science
Velocient Technologies Limited,"SQL, Mobile Forensics","Deep Learning, NoSQL","PowerBI, Docker",Web Development,New Delhi,8.6,6 Months,B.Tech CS / IT
Venire IT Ltd.,"NLP, Incident Response","Azure, Incident Response","Azure, Computer Vision",Data Science & AI,Gurgaon,8.7,2 Months,B.E. Cloud Computing
Vetri Software (India) Ltd.,"AWS, Mobile Forensics","GCP, SQL","NLP, TensorFlow",Cybersecurity & Forensics,Chennai,7.6,3 Months,B.E. Cloud Computing
VGL Softech Limited,"Cybersecurity, Linux","PowerBI, TensorFlow","React, Computer Vision",Software Engineering,Jaipur,7.3,4 Months,B.E. Information Technology
Vibgyor Graphics & Research Centre Ltd.,Web Development,"PyTorch, PowerBI","Kubernetes, Python",Web Development,Chennai,7.5,3 Months,M.Sc Cyber Forensics
Videsh Sanchar Nigam Limited,"Java, Node.js","Java, Machine Learning","Docker, Ethical Hacking",Mobile App Development,Mumbai,8.6,12 Months,B.Tech Computer Science
Vindhya AI Analytics,"TensorFlow, Java","React, GCP","Mobile Forensics, PyTorch",Cybersecurity & Forensics,Jaipur,8.4,6 Months,M.Sc Cyber Forensics
Vindhya App Systems,"Computer Vision, NLP","GCP, Pandas","Cybersecurity, C++",Software Engineering,Remote,9.3,9 Months,B.Tech Computer Science
Vindhya App Technologies,"Ethical Hacking, Java","Incident Response, Deep Learning","OpenCV, Linux",Cybersecurity & Forensics,Chandigarh,6.1,9 Months,BCA / MCA
Vindhya Cloud Solutions,"Deep Learning, Bash","Java, Pandas","NLP, TensorFlow",Software Engineering,Kolkata,8.3,4 Months,BCA / MCA
Vindhya Com Group,"Computer Vision, React","PyTorch, Bash","Node.js, AWS",Cybersecurity & Forensics,Thiruvananthapuram,6.2,6 Months,M.Sc Cyber Forensics
Vindhya Consulting Enterprises,"C++, NoSQL","PowerBI, OpenCV","JavaScript, Java",DevOps,Thiruvananthapuram,7.5,12 Months,B.Tech CS / IT
Vindhya Consulting Ventures,"JavaScript, TensorFlow","Machine Learning, Incident Response","C++, OpenCV",Mobile App Development,Ahmedabad,6.5,6 Months,B.E. Information Technology
Vindhya Cyber Pvt Ltd,"Pandas, NoSQL","Node.js, React","Machine Learning, Java",Cloud Computing,Remote,8.2,6 Months,Mechanical Engineering
Vindhya Labs Group,"Ethical Hacking, Data Analysis","Java, OpenCV","NoSQL, Machine Learning",Cloud Computing,Lucknow,6.1,2 Months,Mechanical Engineering
Vindhya Link Enterprises,"OpenCV, Cybersecurity","Mobile Forensics, DevOps","Ethical Hacking, Scikit-learn",Mobile App Development,Kochi,8.6,6 Months,B.E. Information Technology
Vindhya Sec Systems,"Data Analysis, Bash","Pandas, OpenCV","Deep Learning, TensorFlow",Cloud Computing,Remote,9,2 Months,B.Tech CS / IT
Vindhya Services Technologies,"React, Deep Learning","OpenCV, Node.js","DevOps, Linux",Web Development,Remote,8.5,3 Months,B.Tech Computer Science
Virmati Software &,"Incident Response, Node.js","Docker, JavaScript","Computer Vision, Java",DevOps,Mumbai,7.3,9 Months,B.Tech Computer Science
Visesh Infosystems Limited,Web Development,"C++, Docker","PowerBI, Incident Response",Cloud Computing,Bangalore,8.2,6 Months,B.Tech Cybersecurity
Vision Analytics,"Python, GCP","Digital Forensics, NLP",Cybersecurity,Cybersecurity & Forensics,Chennai,9.2,4 Months,B.Sc Information Security
Vision Comptech Integrators Ltd,"DevOps, Kubernetes","Azure, Librosa","Python, JavaScript",Mobile App Development,Kolkata,8.1,9 Months,Mechanical Engineering
Vision Corp,"Computer Vision, Bash","Scikit-learn, Mobile Forensics","Docker, Computer Vision",Cybersecurity & Forensics,London,9.1,12 Months,B.Tech Cybersecurity
Vision Data,"Java, Node.js","Cybersecurity, PyTorch","Pandas, SQL",Web Development,London,6.8,3 Months,B.E. Information Technology
Vision Dynamics,"Ethical Hacking, Linux","DevOps, Java","Digital Forensics, DevOps",Web Development,Mumbai,8.9,12 Months,B.E. Information Technology
Vision Group,"GCP, Data Analysis","PyTorch, Java","Pandas, Deep Learning",Cloud Computing,Noida,7.2,12 Months,B.Tech CS / IT
Vision Healthsource (I) Pvt. Ltd.,"Java, Ethical Hacking","DevOps, Kubernetes","Network Security, Mobile Forensics",DevOps,Chennai,7.1,4 Months,Mechanical Engineering
Vision Innovations,"Mobile Forensics, DevOps","Cybersecurity, Data Analysis","Node.js, Bash",Mobile App Development,Pune,6.5,9 Months,BCA / MCA
Vision Labs,"Docker, AWS","Pandas, PowerBI","Machine Learning, GCP",Data Science & AI,Gurgaon,8.6,9 Months,B.Sc Statistics / Math
Vision Networks,"SQL, Bash","TensorFlow, Python","NLP, Librosa",DevOps,San Francisco,7.2,3 Months,B.E. Cloud Computing
Vision Security,"Bash, Cybersecurity","JavaScript, Java","TensorFlow, Python",DevOps,Gurgaon,7.1,12 Months,B.E. Cloud Computing
Vision Software,"Scikit-learn, Network Security","Bash, NoSQL","Machine Learning, OpenCV",Web Development,Kolkata,6.9,3 Months,BCA / MCA
Vispark Solutions (I) Pvt Ltd,"Deep Learning, GCP","Azure, Python","OpenCV, Linux",Cybersecurity & Forensics,Coimbatore,7.3,2 Months,B.E. Information Technology
Visual Web Solutions Ltd,"Computer Vision, Incident Response","Bash, Machine Learning","PyTorch, Java",Software Engineering,Bangalore,7.1,9 Months,B.Sc / M.Sc Data Science
VisualSoft Technologies Ltd.,"DevOps, OpenCV","Cybersecurity, Data Analysis","Docker, NoSQL",Software Engineering,Hyderabad,6.5,3 Months,B.E. Cloud Computing
VJIL Consulting Limited,"React, Azure","Cybersecurity, PowerBI","DevOps, Python",Cybersecurity & Forensics,Secunderabad,9.4,3 Months,Mechanical Engineering
vMoksha Technologies Pvt Ltd,"Data Analysis, Linux","Kubernetes, Cybersecurity","Ethical Hacking, Cybersecurity",Database Administration,Bangalore,8.2,12 Months,B.E. Information Technology
VMware,"Data Analysis, Node.js","Node.js, GCP","Azure, Data Analysis",DevOps,London,7.2,12 Months,B.Tech CS / IT
vSplash TechWorks Pvt Ltd,"Network Security, Mobile Forensics","PowerBI, Scikit-learn","Kubernetes, NLP",Cybersecurity & Forensics,Hyderabad,7.7,2 Months,BCA / MCA
Vt Plex (India) Pvt. Ltd.,"Cybersecurity, Linux","GCP, Digital Forensics","Azure, Computer Vision",Cloud Computing,New Delhi,7.1,6 Months,BCA / MCA
Vulcan Infotech,"AWS, Docker","DevOps, Java","Node.js, AWS",Cloud Computing,Mumbai,9,3 Months,BCA / MCA
VXL eTech Ltd,"Kubernetes, JavaScript","Data Analysis, Linux","Machine Learning, Network Security",Database Administration,Bangalore,8.6,4 Months,B.Tech Computer Science
Vyapin Software Systems Pvt. Ltd.,Web Development,"Digital Forensics, SQL","Kubernetes, PowerBI",Mobile App Development,Chennai,9,3 Months,B.E. Information Technology
Walchand Cricketnext.com Limited,"Docker, Deep Learning","GCP, Network Security","Python, Digital Forensics",Cloud Computing,Mumbai,8.3,6 Months,Mechanical Engineering
Walchand Infotech,"Ethical Hacking, NLP","Scikit-learn, AWS","Bash, Linux",Data Science & AI,Pune,7.3,4 Months,B.Tech CS / IT
Weal Infotech Ltd.,"Scikit-learn, Cybersecurity","Java, Scikit-learn","Bash, Cybersecurity",Cybersecurity & Forensics,Hyderabad,8.7,3 Months,BCA / MCA
Web Development Company Pvt Ltd,"Data Analysis, Linux","Node.js, OpenCV","AWS, Azure",DevOps,Kolkata,8.8,2 Months,B.E. Information Technology
Web Spiders (I) Pvt Ltd,"Bash, OpenCV","Linux, Librosa","Deep Learning, PyTorch",Cloud Computing,Kolkata,9.2,12 Months,B.Tech Computer Science
Webresource Pvt Ltd,"Java, Ethical Hacking","OpenCV, Node.js","Docker, NLP",Web Development,Mumbai,6.8,4 Months,B.Tech Computer Science
West Bengal Electronics Industry Development Corporation Ltd.,"Digital Forensics, GCP","Cybersecurity, Java","Bash, Java",DevOps,Kolkata,9.3,4 Months,BCA / MCA
Wilco International Systems Pvt. Ltd.,"Kubernetes, PyTorch","SQL, Bash","React, Network Security",Software Engineering,Hyderabad,8.9,2 Months,BCA / MCA
Wipro,"Python, Network Security","Pandas, C++",Bash,Web Development,Seattle,8.5,2 Months,B.E. Information Technology
Wipro Limited,"Data Analysis, Linux","Digital Forensics, Pandas","Docker, Network Security",Cloud Computing,Chandigarh,6,2 Months,M.Sc Cyber Forensics
Wipro Technologies,"OpenCV, Mobile Forensics","PowerBI, OpenCV","Librosa, Computer Vision",Cloud Computing,Bangalore,8.1,3 Months,BCA / MCA
Xansa (India) Ltd,Web Development,"Linux, Librosa","PowerBI, Java",Software Engineering,Noida,7.8,3 Months,B.Sc / M.Sc Data Science
Xcelvision Technologies Limited,"Deep Learning, Linux","SQL, Linux","Bash, Network Security",Cloud Computing,Mumbai,8.6,2 Months,Mechanical Engineering
Xerox Modicorp Limited,"Ethical Hacking, Network Security","Docker, Python","Cybersecurity, GCP",Cloud Computing,Gurgaon,8.8,12 Months,Mechanical Engineering
XL Softech Systems Limited,Web Development,"PyTorch, Node.js","Pandas, SQL",Cloud Computing,Hyderabad,6.2,4 Months,Mechanical Engineering
